,tweet,hate_speech,offensive_language,neither,class
5975,<user> <user> we don't love these hoes,0,1,0,1
5976,<user> i stick up for my fam. don't disrespect the pouch my nigguh. and awe ily2 <url>,0,1,0,1
5977,<user> he see the jig,0,1,1,2
5978,<user> and take the trash out and separate the recyclables,0,0,1,2
5979,<user> yes you do retard.,1,1,0,0
5980,"<user> humanity really needs to get past this whole ""slow down and stare at the scene of an accident"" ape mentality we have :-/",0,0,1,2
5981,"<user> so bad bitches intimidate you, in other words?",0,1,0,1
5983,<user> my phone's doin da pussy right now lol,0,1,0,1
5984,<user> lmao mark is the only guy left there he's about to get some pussy,0,1,0,1
5985,<user> yes so you could leave fag,1,1,0,1
5986,"<user> hahahaha, aw nut... we should try and capture that cunt",1,1,0,1
5987,<user> how many fuckin fags did a even get? shouldnt be allowed into my wallet whilst under the influence haha,1,1,0,0
5988,"<user> <user> he wants pussy, nd a dini mean a cat",0,1,0,1
5989,<user> hay pussy cat <sym> <sym> <sym> <sym> ,0,1,1,1
5990,<user> pussy you can't fight <sym> ,0,1,0,1
5991,<user> don't shake your head at me. i just love to trash talk.,0,0,1,2
5992,<user> more like emily is a little twat,1,1,0,1
5993,<user> she can just fuckin call the venue about it and they'll cancel the lost tickets and reprint new ones what a dumb bitch,1,1,0,1
5994,<user> drug buddy pussy money bitches weed,0,1,0,1
5995,<user> a faggot that needs to grow up,1,1,0,0
5996,<user> grow a pair pussy,0,1,0,1
5997,<user> ol rachet ass bitch,0,1,0,1
5998,<user> you did a good job doing that to me and not texting back faggot,1,1,0,0
5999,<user> i rap that and her part of problem 24/7 cause i'm a bad bitch,0,1,0,1
6000,<user> well im sure im not fully retarded #imustbestupid:(,0,1,0,1
6001,<user> true dat nig,0,1,0,1
6002,<user> <user> you're reading you coon,1,1,0,0
6003,"<user> most of these people are followers of followers of truth, but they themselves are still niggers... their outlook, mind &amp; all.",1,1,0,0
6004,<user> because you're a weak bitch. listen to cruel hand because the singer fell on face last night.,0,1,0,1
6005,<user> shit so joel went off and swore at the kid and the kid was a fucking snitch nigga pussy and ratted on him &amp; got him -,1,1,0,1
6006,<user> thanks for ignoring my texts fag,1,0,0,0
6007,<user> that's a dragon you retard,1,1,0,1
6008,<user> when you realize you're trash,0,1,1,1
6009,<user> <user> <sym> <sym> fucc the extra shit i'm seeing that hoe this weekend,0,1,0,1
6010,"<user> i got a kenwood amp to but it's probably ghetto, right?",0,1,1,1
6011,<user> it's not ghetto you fool.,0,1,1,2
6012,<user> you got a toolbox you hoe,0,1,0,1
6013,"<user> you gotta be like me n the twins, just chug it all before everyone",0,0,1,2
6014,<user> you can be a bad bitch too dex its okay,0,1,0,1
6015,<user> <user> <user> david block that bitch,0,1,0,1
6016,<user> <user> sounds like the hysteria over bird flu a few years back. it had a lower mortality rate than the regular flu.,0,0,1,2
6017,"<user> 
every bitches claim",0,1,0,1
6018,<user> <user> bitch what? i don't give a fuck what you say but don't fuckin lie on me you hairy bitch,0,1,0,1
6019,<user> is out of his goddamn bird trying to say yoburger is better than 5 guys,0,1,0,1
6020,"<user> alright, amateur grease monkey, show me how its done.

wait, that sounds racist...",0,1,1,1
6021,<user> i hope my fuzzy head doesnt tickle too much.,0,1,1,2
6022,<user> if you say one disparaging word about the charlie brown xmas special i will slash the tires on your car.,0,1,1,1
6023,"<user> 
was just wondering if yo espect to add mo colored tv stations befo i renew dis",0,0,1,2
6024,"<user> 
ok. i guess you ain't colored so so don't know da channels?",1,1,0,1
6025,"<user> 
you gots da bet and da msnbc wit dat colored reverend who only listen to coloreds. what else i missing?",1,1,0,0
6027,<user> awwww don't be a pussy ill show u was good with that turbo lol,0,1,0,1
6028,<user> handles lol that shit only 315 hp now your bitch is stick soo i know was good with them double shifting aha,0,1,0,1
6029,<user> bitch just meet me up here lol,0,1,1,1
6030,"<user> couldn't make it nigga was at the e.r. my bad then my charger for my phone ripped so i can text, i'm on my ipod all ghetto",1,1,0,1
6031,<user> lmao yeah bitch that lil shit ripped .!,0,1,0,1
6032,<user> suck my dick tacos el negro better,1,1,0,0
6033,<user> yeah bitch did it taste good fucker -.-t,0,1,0,1
6034,<user> fuck you bitch,1,1,0,1
6036,<user> snag that ho!!!,0,1,1,1
6037,<user> it's kinda screwed up that they were my guinea pigs but i was only experimenting on taste instead i got more interesting results.,0,0,1,2
6038,<user> slut buckets. especially dan. he a hoe.,0,1,0,1
6039,"<user> nope, never taken neighbors actual stuff. just wifi. acct info in their trash cans at 3am. super easy.",0,1,1,2
6040,"<user> only one current yankee sells! only one current bosox sells! only one player on each l.a. team sells! most teams have 0, yeah.",0,0,1,2
6041,"<user> you don't have any kids?! what are you, one of them queers!?",1,0,0,0
6042,<user> what i thought bitch,0,1,0,1
6043,<user> bitch ain't fall down or nothing. bet she can take more licks than you. no?,1,1,0,1
6044,<user> that hoe show up uninvited one day your ass won't come outside tho,0,1,0,1
6045,"<user> almost mad a nigguh catch some stacks at lunch, close one",0,1,0,1
6046,<user> had da bitches rockin in da club wit my boy connor,0,1,0,1
6047,<user> that nigguh sucks,0,1,0,1
6048,<user> pussy,1,1,0,1
6049,<user> <user> stop retweeting heather im tired of seeing that bitch on my tl,0,1,0,1
6050,<user> <user> both you bitches go to sleep,0,1,0,1
6051,"<user> coons and monkeys like you disgust me, you minstrel show negro. crying about shit all the time you're a disgrace everywhere",1,1,0,0
6052,"<user> <user> lmao, them bitches was the truth",0,1,0,1
6053,<user> <user> then the kid he sold it to brought it back to him cooked in a brownie,0,0,1,2
6054,"<user> <user>
y'all hire colored folk? only work half da day and throw da mail in da sewer if we ain't done",1,0,0,0
6055,"<user> money can get you good weed, but not always the best of pussy. sorry my friend (: guess",0,1,0,1
6056,<user> <user> pussy,0,1,0,1
6057,<user> <user> you are a bitch.,1,1,0,1
6058,<user> they hv loads of cushion on the soles of them. they would feel good on ur dick.,0,1,0,1
6059,<user> love you too bitch<sym> <sym> ,0,1,0,1
6060,<user> bitch i was out dea and your ass was sleep,0,1,0,1
6061,<user> <user> ghetto=black,0,0,1,2
6062,<user> jordan's are trash,0,0,1,2
6063,<user> everytime pro teams do gb tourneys that get schmanged. im not fanboying im just saying i don't think u should say they're trash.,0,1,1,2
6064,"<user> those ""trash"" snd stars would scrape ur team in snd and most pro teams.",0,0,1,2
6065,"<user> first second an third mistake...<sym> <sym>  i been hearing it wus trash tho...kinda wan give it a listen, kinda dont",0,0,1,2
6066,<user> girl i been wanting them shit i been growing them hoes for bout 6months,0,1,0,1
6067,<user> nips,0,0,1,2
6068,<user> <user> this bitch sees that as not an attack because muslims are only 1% (no idea where he maths),1,1,0,1
6069,<user> cool beaners.,0,0,1,2
6070,<user> cool beaners. i just got home. ready to keep my couch from floating away. lol,0,0,1,2
6071,<user> bitch be actin like i'm a celebrity,0,1,0,1
6072,<user> oh wow the bitch is bitching again #niggasuprized,0,1,0,1
6073,"<user> i know how you feel,wait,no i don't. perfect week for me would be yanks not getting lee #gosox #gopats",0,0,1,2
6074,<user> quick game for sox yanks.....hope you get home soon,0,0,1,2
6075,<user> sorry bout your yanks earl....who uya like in the ws?,0,0,1,2
6076,<user> that would be your yankees earl....we all know they should win all 162,0,1,1,2
6077,"<user> but you were too busy being a raging bitch and not caring that your ""best friend"" was going through hell so there's my punch <sym> ",0,1,0,1
6078,"<user> ghetto, driving a nice car, and not having to pay a lot for rent. i drive a lexus, and pay little rent. just saying.",0,1,1,2
6079,<user> the shirt trash <sym>  and i'm leaving your room a mess <sym> ,0,1,1,2
6080,<user> wuw. am not wun uv ur hoes dnt send mi pics,0,1,0,1
6081,<user> <user> teaching that pretend son to b a pussy! his son would have lace on his jock strap!,1,1,0,0
6082,<user> <user> them jigaboos aka homewreckers needs to get blocked!,1,1,0,0
6083,"<user> <user> yeah sorry monkey team just keeps kicking ppl, waiting for muh pizza",0,0,1,2
6085,<user> toma eso negros <user>,1,0,1,2
6086,<user> pinche panamonos negros me dan asco,1,0,1,2
6087,<user> what's the difference between the three of the nig nog's?,1,1,0,1
6088,<user> who cares tbh ones a shitty dirty argentino &amp; the other is a feather fisted nigger,1,0,0,0
6089,"<user> thank you mint - happy mothafuggin birthday too, hoe!! <sym> <sym> ",0,1,1,1
6090,<user> im assuming mickey bubbles,0,0,1,2
6091,<user> sounds like gypos to me - they used to do this all the time where i lived,1,0,1,2
6092,<user> youre cheating on mickey bubbles! :o,0,0,1,2
6093,<user> your rhyming is ghetto,0,1,0,1
6094,<user> gook,0,0,1,2
6095,<user> wasp eggs,1,0,1,2
6096,"<user> <user> 
you sound like a real cunt",1,1,0,1
6097,<user> dayum saterlyt shoz un bayg ho-ul,0,1,1,2
6098,<user> <user> <user> sprite* hoe,0,1,0,1
6099,<user> clever monkey!,0,1,1,2
6100,<user> mostly move ya dumb bitch! haha,0,1,0,1
6101,<user> <user> <user> mr. and mrs trash,0,1,1,2
6103,<user> she looks like a real dyke now,1,1,0,1
6104,<user> bitch firstly it's resting on my titties and secondly if u was paying attention youd have seen when i said i rolled into it,0,1,0,1
6105,<user> lmao don't fight me you don't know my ghetto ass school dude i highly doubt that since i don't give a fuck about it,0,1,0,1
6106,<user> you can't get rid of me that easily bitch,0,1,0,1
6107,<user> bu i do. i do hate the playa. and the yankees. if i hate the yankees for their payroll i have to hate the dodgers.,0,0,1,2
6108,<user> if i have to watch baseball i actually go for the mets because jon stewart. and fuck the yankees.,0,1,0,1
6109,"<user> we hate the yankees though, right? i feel like i'm really good at hating them.",1,0,1,0
6110,<user> we hate them more than the cowboys and yankees.,1,0,1,2
6112,"<user> <user> hey <user> why dont u get ""involved in black on black situations""? 'cause hate whitey? b honest now #mikebrown",0,1,1,2
6113,<user> <user> why nobody never invite me to no lesbian party. ): bitches.,0,1,0,1
6114,<user> i know imma broke ass bitch,0,1,0,1
6115,"<user> <user> <user> <user> bitch please, are you trying to say i was closer to philly than you",0,1,0,1
6116,<user> pussy pussy pussy,0,1,0,1
6117,<user> you're a bitch,0,1,0,1
6118,<user> stop blowing the spurs pussies #halftimespeech,0,1,0,1
6119,"<user> <user> too many little whiney bitches in america. 
someone to cry about anything! 
ie: kids must wear bicycle helmets!",1,1,0,1
6120,<user> living with my bitches #live #thuglife <url>,0,1,0,1
6121,<user> <user> pussies,0,1,0,1
6122,<user> i'll come rape your wife bitch boy,1,1,0,1
6123,<user> bitch no <sym> <sym> ,0,1,0,1
6124,<user> cause i didn't wanna see your bitch ass,0,1,0,1
6125,<user> your one of my bitches you make money for me !,0,1,0,1
6126,<user> <user> <user> hey #teabagger the law made it a felony to keep and collect the records. get your facts straight,0,1,1,2
6127,<user> discredited by whom? per the government the study is good and factual. pay your bills moocher teabaggers and republicans,0,1,1,2
6128,"<user> <user> <user> lmfaooo how many ""returns"" has this faggot gotten?",0,1,0,1
6129,<user> <user> huge yankee fan....enjoy <url>,0,1,1,2
6130,<user> <user> <user> birds of a feather. go away,0,0,1,2
6131,<user> thanks hoe<sym> ,0,1,0,1
6132,<user> a pussy in ur mouth is a really good stress reliever doctors recommend,0,1,0,1
6133,<user> i think u need a massage or a pussy in your mouth to make u feel less stressed out don't u think?,0,1,0,1
6134,<user> you can be whatever you want since you aren't a lying ass bitch ass childish ass mother fucker,0,1,0,1
6135,<user> yeah he sucks just like the other fags who are... oh nevermind there are no fags in the #nfl,1,1,0,0
6136,<user> you've got no sole,0,1,1,2
6137,"<user> <user> i'll do it! <user> in the uk, ""fag"" means cigarette and a ""faggot"" is a bundle of sticks, you homo.",1,0,1,0
6138,"<user> <user> just admit you started the shit by calling her out, and that you're being a bitch, and we'll all move on <sym> ",0,1,0,1
6139,<user> bitches,0,1,0,1
6140,"<user> google's a bitch: ""your search - ann b. davis sexy- did not match any image results.""",0,1,0,1
6141,"<user> i said i'm a vagina, but not a fag. who hasn't seen that movie?",0,1,0,1
6142,"<user> when did we become a nation of giant dripping whiny pussies, anyway?! make this dude president! of iraq, even. he's the man!",0,1,0,1
6143,<user> nevermind. still a little bitch. <url>,0,1,0,1
6144,<user> might need you to pummel a bitch <sym> <sym> ,0,1,0,1
6145,<user> yo follow me back nigguh,0,1,0,1
6146,<user> vertical nip bars..i already have horizontal ones so i think it'll look hella cute,0,0,1,2
6147,"<user> also, i put 'i touch myself' on a ned/chuck mix.",0,0,1,2
6148,<user> pussy,0,1,1,1
6149,<user> you still ugly then a hoe and you still look like muffie off arthur <sym> <sym> <sym> <sym> ,0,1,0,1
6150,<user> <user> fran is a hillbilly virginia mountain man who has pre-1800s white anglo-saxon beliefs #frankensteinmd #kikme,1,0,1,2
6151,<user> <user> fuck off frank you pussy,0,1,0,1
6152,<user> <user> i saw the actual tweet while scanning jihadi accounts. they put a screen shot of it with: all aid workers r spies,0,0,1,2
6153,"<user> shut up faggot, no one cares",1,1,0,1
6154,"<user> ""bitches talk shit, you got the right to swerve"" god damnit you are da shittt",0,1,0,1
6155,<user> where's ours at nigguh !,0,1,0,1
6156,<user> i call those my ghetto nunchucks...the reason i went 2 jail as well :(,1,1,0,1
6157,<user> <user> lmao he lyin sis! his bitch told me if any light bulb in the whole wide world light up today i ca fuck,0,1,0,1
6158,<user> fuck you spear chucker,1,0,0,0
6159,<user> lmao bitch is dumb slap her up,0,1,0,1
6160,<user> me too tyler it just makes me think that they're lil nigger baby hoodrats.,1,1,0,0
6161,<user> my fuckin name hoe,0,1,0,1
6162,"<user> <user> 

and then everyone bitches anyways. the guy can't win with the fans we have. we would run revis out of here in his prime",0,1,0,1
6163,<user> rt something else from another bitch in panties about love i swear,0,1,0,1
6164,<user> <user> they would make a great baby bird pic bruh!,0,0,1,2
6165,<user> text me fag,1,1,0,1
6166,<user> fight me hoe,0,1,0,1
6167,<user> haha ya hit that hoe right there,0,1,0,1
6168,"<user> lol my bad, i forgot that hoe made ya sad",0,1,0,1
6169,<user> rt! you'll see watch he finna hit that hoe and put some,0,1,0,1
6170,<user> bitch i wasn't following u in the first place get the fuck off my tl.,0,1,0,1
6171,<user> bitch have you ever seen me fight why you even talking shit?,0,1,0,1
6172,<user> bitch shut yo little ass up fucking no color emo faget ads nigga u call me dumb but u don't know shit,0,1,0,1
6173,"<user> bitch. what i like pussy go away u doing to much talking too much, i talk with my fist and u can get and yo dad little fuc",0,1,0,1
